rank,company,city,state,industry,employees,score,tier,aide_target,angle,intent_topics,description,acct_num,score_intent,score_industry,score_ai,score_emp,score_acct
127,Tech Credit Union,Crown Point,Indiana,Finance,141,35,A-Tier,YES,AI Infrastructure,Backup & Recovery Software; Environmental Regulations; Autonomous Intelligence and Agentic AI,"Tech Credit Union operates branches in Northwest Indiana and the South Chicago Suburbs, providing a range of personal and business banking services. Their offerings include various deposit accounts, loans, and financial management tools. The credit union aims to serve both individual and corporate clients with a focus on local roots and trusted service. Tech Credit Union emphasizes community engagement and financial health for its members.",344635824,16,8,4,2,5
128,Chicago Blower,Glendale Heights,Illinois,Manufacturing,105,34,B-Tier,YES,Data Management,Digital Transformation; Business Intelligence; Environmental Regulations; Advanced Threat Protection (ATP),"Chicago Blower Corporation specializes in the design and manufacturing of a wide range of industrial fans and blowers for various applications across many industries, including aerospace, agriculture, and chemical processing. With over 75 years of experience and ISO 9001 certification, they provide both pre-engineered and custom fan solutions tailored to client specifications. Their offerings include centrifugal fans, airfoil fans, high-efficiency plug fans, and accessory components, while also delivering services such as engineering, testing, and fan modifications. Chicago Blower is recognized globally for the quality and reliability of its products, supported by a strong network of local representatives in over 40 countries.",17402784,8,15,4,2,5
129,Illinois Soybean Association,Bloomington,Illinois,Organizations,39,34,B-Tier,YES,AI Infrastructure,Cloud Computing; Disaster Recovery; Archiving; Generative AI; Enterprise Resource Planning,"The Illinois Soybean Association (ISA) represents over 43,000 soybean farmers in Illinois, advocating for their interests through promotion, research, and education. ISA's checkoff program funds initiatives in market development, soybean production, and government relations, while the Illinois Soybean Growers (ISG) membership program provides a platform for farmers to voice their concerns. The organization also offers resources such as Field Advisor, which provides education and tools to maximize farming operations. ISA aims to be a trusted partner for soybean farmers, ensuring their profitability for future generations.",18825467,24,0,4,1,5
130,OrthoIllinois,Rockford,Illinois,Hospitals & Physicians Clinics,500,34,B-Tier,YES,AI Infrastructure,Generative AI; Environmental Regulations,"Since its founding in 1967, Ortho Illinois, a division of OrthoMidwest, has grown dynamically to become one of the leading bone and joint providers in northern Illinois. We provide exceptional care and expertise from five convenient clinic locations, two in Rockford, and one each in Algonquin, Elgin, and in McHenry, Illinois. We offer a team of skilled surgeons, physicians, clinical, and support staff are committed to providing you with a higher standard of care that is centered on returning you to a more pain-free and active life",374308802,14,8,4,3,5
131,Pyramax Bank,Greenfield,Wisconsin,Finance,85,34,B-Tier,YES,AI Infrastructure,Digital Transformation; Generative AI; Amazon Web Services (AWS),"PyraMax Bank, founded in 1895 as South Milwaukee Savings Bank, was established through a merger with Mitchell Savings Bank in 1895. The bank provides comprehensive financial services with locations throughout southeastern Wisconsin. PyraMax Bank combines the personalized service of a community bank with robust financial capabilities, offering banking solutions for both individuals and businesses. The institution specializes in various banking services including checking and savings accounts, loans, mortgages, retirement planning, and digital banking options. PyraMax Bank prides itself on local decision-making and community-focused banking services that address the specific financial needs of the southeastern Wisconsin region.",31719756,16,8,4,1,5
132,Aces Power Marketing,Carmel,Indiana,Business Services,260,33,B-Tier,YES,AI Infrastructure,Generative AI; Environmental Regulations,"ACES is a nationwide energy management company that assists clients in buying, selling, and managing energy efficiently while minimizing risk. Their clientele includes electric cooperatives, municipalities, independent power generators, and major financial institutions, representing significant energy loads and transactions. ACES operates as an agent for its clients, ensuring no conflicting commercial interests, and offers customizable energy management and risk management services. With a national scope and economies of scale, ACES provides quality services at reasonable costs across various energy markets.",856362,14,8,4,2,5
133,American Midwest Financial Corp.,Rochester,Indiana,Finance,132,33,B-Tier,YES,AI Infrastructure,Generative AI; Fraud Protection,"Founded in 1966, the First Federal Savings Bank has locations all over Northern Indiana and are considered to be a leading mortgage lender in Indiana. First Federal Savings Bank offers personal and business banking services, as well as lending, and investment services.",559641380,14,8,4,2,5
134,David A Noyes & Co,Chicago,Illinois,Finance,126,33,B-Tier,YES,AI Infrastructure,Autonomous Intelligence and Agentic AI; Fraud Protection,"Noyes, through its subsidiaries David A. Noyes & Company and Noyes Advisors, LLC is a full-service investment firm headquartered in downtown Chicago with branches throughout the Midwest. Founded in 1908, the firm is one of the oldest securities firms in Chicago, and has served the Indianapolis area for nearly 80 years. The employee owned firm offers a comprehensive menu of products and services to individual and institutional clients. Noyes has seven offices in Illinois, Indiana and Michigan. For more visit http://danoyes.com.",32738785,14,8,4,2,5
135,Hillsboro Area Hospital,Hillsboro,Illinois,Hospitals & Physicians Clinics,266,33,B-Tier,YES,AI Infrastructure,Generative AI; Amazon Web Services (AWS),"Hillsboro Health offers a comprehensive range of medical services including 24-7 emergency care, cardiology, chronic care management, and various specialty clinics. The organization aims to serve patients in need of primary care, outpatient services, and rehabilitation through its multiple facilities, including a primary care clinic and a fitness and aquatics center. Additionally, Hillsboro Health provides patient tools such as a patient portal for managing health information and financial assistance options. The company is committed to community health and wellness, actively engaging in events and initiatives to support local healthcare needs.",5000030335,14,8,4,2,5
136,Inova Federal Credit Union,Elkhart,Indiana,Finance,103,33,B-Tier,YES,AI Infrastructure,External Hard Drive; Generative AI,"INOVA Federal Credit Union offers a wide range of financial products and services including personal and business checking accounts, various loan options, credit cards, and digital banking services. Their intended clients are individuals and families seeking personal banking solutions, as well as businesses in need of financial management and loan services. INOVA emphasizes digital banking accessibility, financial education, and member rewards programs. They also provide insurance services to help clients manage their financial risks.",137839867,14,8,4,2,5
137,Kuhn North America Inc.,Hutchinson,Kansas,Manufacturing,500,33,B-Tier,,Data Management,App Analytics Companies; End-to-End Encryption; Digital Transformation; Business Intelligence; Environmental Regulations,"Krause Corp, now Kuhn Krause, distributes farm equipment for customers in the United States and Canada. Krause is located in Hutchinson, Kansas.",66718164,10,15,0,3,5
138,Metal Technologies Inc.,Auburn,Indiana,Manufacturing,787,33,B-Tier,,Hybrid Cloud,Cloud Computing; Backup & Recovery Software; Fraud Protection,"Metal Technologies was founded in 1997 and is headquartered in Auburn, Indiana. They are a metal casting company that produces gray iron, ductile iron, austempered ductile and more.",51185556,10,15,0,3,5
139,Nationwide Acceptance Corp.,Rosemont,Illinois,Finance,130,33,B-Tier,YES,Flash Storage Modernization,Environmental Regulations; Encryption; All Flash Array,"Nationwide Acceptance LLC is comprised of a group of companies that has been providing quality financial services to consumers and businesses since 1954, and has a consistent record of growth and innovation. The company's businesses include personal loans, automobile retail sales financing, collection services and bulk purchases of contract receivables. Nationwide is owned by its seasoned management team and by a subsidiary of Prospect Capital Corporation, a publicly-traded firm (NASDAQ: PSEC). Nationwide is one of the most reputable and reliable independent sub-prime lenders in the country.",82297850,16,8,2,2,5
140,Qrm Inc.,Chicago,Illinois,Business Services,135,33,B-Tier,YES,AI Infrastructure,Enterprise Resource Planning; Autonomous Intelligence and Agentic AI,"Quantitative Risk Management (QRM) is the worlds leading risk consultancy. Since our founding in 1987, QRMs vision has been to consistently provide financial institutions the expert advice, research, and analytics they need to maximize risk-adjusted returns. We are a trusted adviser to industry-leading organizations across the globe, with a track record of success that spans the spectrum of economic circumstances. We enable our clients to understand where they are today and, more importantly, to strategically identify the risk-adjusted opportunities of tomorrow.",87509029,14,8,4,2,5
141,Quantitative Risk Management Inc.,Chicago,Illinois,Business Services,135,33,B-Tier,YES,AI Infrastructure,Enterprise Resource Planning; Autonomous Intelligence and Agentic AI,"Quantitative Risk Management (QRM) is the worlds leading risk consultancy. Since our founding in 1987, QRMs vision has been to consistently provide financial institutions the expert advice, research, and analytics they need to maximize risk-adjusted returns. We are a trusted adviser to industry-leading organizations across the globe, with a track record of success that spans the spectrum of economic circumstances. We enable our clients to understand where they are today and, more importantly, to strategically identify the risk-adjusted opportunities of tomorrow.",87509029,14,8,4,2,5
142,Radiological Society of North America,Oak Brook,Illinois,Organizations,349,33,B-Tier,YES,AI Infrastructure,Disaster Recovery; GitHub; Autonomous Intelligence and Agentic AI; Compliance; Business Analytics; Energy Storage,"RSNA is an association of radiologists, radiation oncologists, medical physicists and related scientists promoting excellence in patient care and health care delivery through education, research and technologic innovation. The Society is based in Oak Brook, Ill. (RSNA.org) The mission of the RSNA R&E Foundation is to improve patient care by supporting research and education in radiology and related scientific disciplines through funding grants and awards to individuals and institutions that will advance radiologic research, education and practice.",44105971,22,0,4,2,5
143,Bmw Constructors Inc.,Indianapolis,Indiana,Construction,841,32,B-Tier,YES,AI Infrastructure,GitHub; Environmental Regulations; Autonomous Intelligence and Agentic AI; End-to-End Encryption,"Founded in 1955, BMWC Constructors is a construction company that provides fabrication aerospace, chemical, and electric power. BMWC Constructors is located in Indiana.",15977647,18,0,6,3,5
144,Bmwc Group Inc.,Indianapolis,Indiana,Construction,841,32,B-Tier,YES,AI Infrastructure,GitHub; Environmental Regulations; Autonomous Intelligence and Agentic AI; End-to-End Encryption,"Founded in 1955, BMWC Constructors is a construction company that provides fabrication aerospace, chemical, and electric power. BMWC Constructors is located in Indiana.",15977647,18,0,6,3,5
145,Colony Hardware Corp.,Orange,Connecticut,Retail,558,32,B-Tier,YES,AI Infrastructure,External Hard Drive; Business Intelligence; Environmental Regulations; Energy Storage; Autonomous Intelligence and Agentic AI,"Founded in 1988, Colony Hardware is a industrial equipment distributor offering s tools, equipment, fasteners, and safety products. Colony Hardware is located in Connecticut.",56317883,20,0,4,3,5
146,Dental Health Products Inc.,Little Suamico,Wisconsin,Manufacturing,173,32,B-Tier,,Hybrid Cloud,Cloud Computing; Cloud Storage; Cloud Data,"DHP is a leading distributor of dental supplies, equipment, and practice solutions, serving thousands of dental practices and clinics across the nation. The company offers a wide range of products including anesthetics, imaging equipment, and infection control products, as well as practice management tools and financing options. DHP is committed to providing exceptional customer support through a team of knowledgeable sales professionals and comprehensive resources. Their goal is to help dental professionals effectively manage their practices while ensuring access to high-quality dental products.",34540685,10,15,0,2,5
147,Orc Industries Inc.,La Crosse,Wisconsin,Manufacturing,264,32,B-Tier,,Hybrid Cloud,Cloud Computing; Fraud Protection; Advanced Threat Protection (ATP),"ORC Industries, Inc. is a not-for-profit organization that specializes in manufacturing, logistics, and assembly services, with a strong commitment to enhancing the independence and productivity of individuals with disabilities through meaningful employment. The company offers a range of products including military gear, outdoor equipment, and commercial laundry services, all proudly made in the USA. Their intended clients include military personnel, outdoor enthusiasts, and businesses in need of quality manufacturing and logistics solutions. ORC Industries is dedicated to providing exceptional quality products and services while supporting the community.",85541294,10,15,0,2,5
148,Pioneer Metal Finishing LLC,Green Bay,Wisconsin,Manufacturing,1000,32,B-Tier,,Data Management,Enterprise Contact Center; Fraud Protection; Environmental Regulations; Endpoint Protection,"Pioneer Metal Finishing established in 1945 and headquartered in Green Bay, Wisconsin, is a metal finisher providing specialized finishes to improve the performance for your specific parts.",94995391,8,15,0,4,5
149,Professional Federal Credit Union,Fort Wayne,Indiana,Finance,98,32,B-Tier,YES,AI Infrastructure,End-to-End Encryption; Generative AI,"ProFed Credit Union offers a wide range of financial products and services including savings accounts, checking accounts, credit cards, and various types of loans such as home, auto, and personal loans. They cater to individuals and businesses in northeast Indiana, providing personalized service and competitive rates. The credit union also emphasizes financial education and resources to help members enhance their financial literacy. Membership is open to those who live, work, or conduct business in specific counties, allowing them to enjoy exclusive benefits and community support.",118145722,14,8,4,1,5
150,Alarm Detection Systems Inc.,Aurora,Illinois,Business Services,379,31,B-Tier,YES,AI Infrastructure,Autonomous Intelligence and Agentic AI,"Alarm Detection Systems, Inc. (ADS) is a leading provider of commercial and residential security services, offering a comprehensive range of products including fire alarms, burglar alarms, video monitoring, and access control systems. The company serves a diverse clientele, including businesses, schools, healthcare facilities, and residential customers, primarily in the Midwest and Colorado regions. With a commitment to exceptional customer service and 24/7 monitoring, ADS ensures the safety and security of its clients' properties. Founded in 1968, ADS combines decades of experience with advanced technology to deliver reliable security solutions tailored to individual needs.",3919915,12,8,4,2,5
151,Grassland Dairy Products Inc.,Greenwood,Wisconsin,Manufacturing,724,31,B-Tier,YES,Hybrid Cloud,Cloud Computing,"Grassland, headquartered in Greenwood, Wisconsin, is a dairy products manufacturing company specializing in fluid milk, butter, and dry milk ingredients.",26511280,6,15,2,3,5
152,Hall Render Killian Heath & Lyman PC,Indianapolis,Indiana,Law Firms & Legal Services,333,31,B-Tier,YES,AI Infrastructure,App Analytics Companies; End-to-End Encryption; Enterprise Resource Planning; Autonomous Intelligence and Agentic AI,"Founded in 1984, Hall Render operates as a law firm specializing in healthcare-focused cases. They provide services to large and small business entities from a wide variety of industries inclusive of nonprofit organizations, private individuals, and major healthcare providers. Headquartered in Indianapolis, IN with offices throughout the US.",53251534,18,0,6,2,5
153,Inlanta Mortgage Inc.,Pewaukee,Wisconsin,Finance,154,31,B-Tier,YES,AI Infrastructure,Generative AI,"Inlanta Mortgage, Inc. is a multi-state mortgage banking company providing FHA, VA, USDA, and conventional mortgage loan services. The company was founded in 1993 and is headquartered in Pewaukee, Wisconsin.",345558099,12,8,4,2,5
154,Iroquois Memorial Hospital & Resident Home,Watseka,Illinois,Hospitals & Physicians Clinics,250,31,B-Tier,YES,AI Infrastructure,Generative AI,"Serving more than 50,000 people annually in east-central Illinois and west-central Indiana, Iroquois Memorial Hospital (IMH) is a 25-bed hospital located in Watseka, Illinois. The hospital facility is comprised of clinical and diagnostic services dedicated to providing high quality health care services to the community. These services include, but are not limited to, an Emergency Room, Prompt Care, full service OR suites, an inpatient care unit, therapy services, advanced medical imaging, Home Health, and Hospice Care. The hospital operates rural health clinics in Watseka, IL; Gilman, IL; Milford, IL and Kentland, IN. The hospital also operates a skilled nursing facility, Iroquois Resident Home, which is attached to the hospital property.",59492350,12,8,4,2,5
155,Ncl Graphic Specialties Inc.,Waukesha,Wisconsin,Business Services,125,31,B-Tier,YES,AI Infrastructure,Autonomous Intelligence and Agentic AI,"NCL Graphic Specialties is a manufacturer and producer of packaging and promotional print solutions that enable customers to protect, identify, and promote their brands across food and consumer goods markets. The company serves a diverse customer base that relies on NCL to maintain consistent production line uptime and deliver short turnaround times, fostering long-term partnerships built on quality and reliability. NCL operates a comprehensive pressroom equipped with advanced printing technology, including two Heidelberg 40 Speedmaster XL 105 roll-to-sheet presses featuring eight-color capability and aqueous coating, capable of running 24/7 to meet peak demand. The company also operates a heat-set half-size web press with five-color printing, folding capabilities, and web-to-sheet conversion. Recognizing market opportunity, NCL expanded into flexible packaging with eight flexographic presses ranging from one to twelve colors, capable of processing both paper and synthetic substrates with aqueous, solvent, and UV inks and coatings. This flexo operation supports roll-to-roll, roll-to-sheet, and inline imaging production. NCL's finishing capabilities include food-safe zones with AIB certification for direct food contact, ensuring compliance with stringent industry standards. The company's competitive advantage stems from its continuous investment in state-of-the-art equipment and skilled workforce, enabling it to deliver high-quality output while maintaining tight turnaround commitments. NCL's strategic capital investments position the company for sustained growth and expanded market reach, with equipment additions designed to enhance production capabilities and serve evolving customer needs. The combination of modern press technology, diverse substrate and ink compatibility, comprehensive finishing services, and demonstrated operational excellence makes NCL a reliable partner for brands requiring dependable packaging and promotional print solutions.",82348891,12,8,4,2,5
156,BBS Automation Chicago Inc.,Garching bei Munchen,Bavaria,Manufacturing,1400,30,B-Tier,,Data Management,Fraud Protection; Environmental Regulations; Data Center Migration,"BBS is committed to providing engineering solutions which are not only financially feasible and structurally sound, but help improve safety, reliability and profitability. At BBS, assembly automation is constantly being redefined and researched to provide the best solutions for your specific manufacturing needs.",369283819,6,15,0,4,5
157,GEM Realty Capital Inc.,Chicago,Illinois,Finance,68,30,B-Tier,YES,AI Infrastructure,Generative AI,"GEM Realty Capital is a real estate investment firm based in Chicago, specializing in both private and public market opportunities. Founded in 1994, the firm invests across the U.S. real estate ecosystem through its platforms: GEM Realty Properties, GEM Realty Securities, and GEM Realty Tactical Opportunities. With a focus on fundamental real estate analysis, GEM Realty Capital aims to identify compelling investment opportunities while navigating economic uncertainties. The company fosters an inclusive culture that promotes innovation and collaboration among its team of professionals.",56346876,12,8,4,1,5
158,Harding Poorman,Indianapolis,Indiana,Business Services,96,30,B-Tier,YES,AI Infrastructure,Autonomous Intelligence and Agentic AI,"HardingPoorman is a full-service print and brand communications company that offers a variety of services including commercial printing, custom packaging, signage, and on-demand print solutions. Their focus is on enhancing brand communication efforts through quality products and services tailored to meet client needs. The company caters to marketers and businesses seeking effective branding and marketing solutions, providing expertise in areas such as data technology, mobile engagement, and creative services. With a commitment to quality, timely delivery, and exceptional customer service, HardingPoorman aims to elevate their clients' brand visibility and marketing success.",350687419,12,8,4,1,5
159,Koorsen Fire & Security Inc.,Indianapolis,Indiana,Construction,872,30,B-Tier,YES,AI Infrastructure,Digital Transformation; Environmental Regulations; Big Data Software; Generative AI,"Founded in 1946, Koorsen Fire & Security offers fire protection products and services to commercial and residential customers in Indiana, Ohio, Kentucky, Tennessee, and Alabama. Services include inspection of existing equipment, alarm and extinguisher installation to meet code, repair of systems, installation of alarm and sprinkler systems, emergency lighting and kitchen systems. Headquarters is located in Indianapolis, Indiana.",34784863,18,0,4,3,5
160,Osceola Medical Center,Osceola,Wisconsin,Hospitals & Physicians Clinics,49,30,B-Tier,YES,AI Infrastructure,Autonomous Intelligence and Agentic AI,"Osceola Medical Center is a community-based healthcare provider in Osceola, WI, offering comprehensive care including primary care, OBGYN services, urgent care, and specialty care. Their experienced team is dedicated to providing personalized healthcare for individuals and families at every stage of life. With a mission to improve community health, they combine quality healthcare with hometown service. The center also emphasizes preventive care, encouraging early detection and regular check-ups.",556274204,12,8,4,1,5
161,Richardson Electronics,Lafox,Illinois,Manufacturing,396,30,B-Tier,YES,Data Management,Fraud Protection; Environmental Regulations,"Richardson Electronics is a global provider of engineered electronic solutions, specializing in power and microwave technologies, custom display systems, and healthcare equipment. Serving diverse industries such as energy, aviation, communications, and medical, the company delivers innovative components, technical services, and tailored solutions worldwide through its multiple business segments, supporting complex applications in diagnostics, imaging, broadcast, and industrial technologies.",86885394,4,15,4,2,5
162,Riddell National Bank,Brazil,Indiana,Finance,60,30,B-Tier,YES,AI Infrastructure,Autonomous Intelligence and Agentic AI,"Riddell National Bank has been serving the community since 1885, offering a range of personal and business banking services. Their product offerings include personal loans, auto loans, credit cards, mortgage loans, and various deposit accounts. The bank focuses on providing tailored financial solutions to individuals and businesses in Clay County. With a commitment to personalized service, Riddell National Bank aims to help clients achieve their financial goals.",148357491,12,8,4,1,5
163,Wisconsin Illinois Senior Housing Inc.,Crystal Lake,Illinois,Healthcare Services,25,30,B-Tier,YES,AI Infrastructure,Generative AI,"About Wisconsin Illinois Senior Housing and Carriage Healthcare Companies, Inc. Wisconsin Illinois Senior Housing was incorporated in 1994 and currently owns nine skilled nursing facilities, eight community-based residential facilities, one residential care apartment complex and two home health agencies within Wisconsin and Illinois. Carriage Healthcare Companies, Inc. is a multi-state operator of skilled nursing facilities and assisted living communities, primarily in rural communities. Additionally, CHC provides consulting services to LTC clients in areas of facility operations, financial management and planning.",343846382,12,8,4,1,5
164,Blue Harbor Resort Sheboygan LLC,Sheboygan,Wisconsin,Hospitality,365,29,B-Tier,YES,AI Infrastructure,Amazon Web Services (AWS); Fraud Protection; Data Center Migration; Autonomous Intelligence and Agentic AI,"Blue Harbor Resort & Conference Center is a tourist and business destination on the shores of Lake Michigan, and also rents space for events and weddings. They have many attractions and amenities, including a water park, spa, and golf. Located in Sheboygan, Wisconsin.",15436072,18,0,4,2,5
165,First Industrial Realty Trust Inc.,Chicago,Illinois,Real Estate,151,29,B-Tier,YES,AI Infrastructure,Cloud Computing; Generative AI,"Established in 1994, First Industrial Realty Trust is headquartered Chicago, Illinois. They are a fully integrated owner, operator, and developer of industrial real estate.",25626109,18,0,4,2,5
166,Stevenson Crane Service,Bolingbrook,Illinois,Construction,202,29,B-Tier,YES,AI Infrastructure,App Analytics Companies; Environmental Regulations; Energy Storage; Autonomous Intelligence and Agentic AI,"Stevenson Crane Service, Inc. is a leading provider of crane and aerial lift rentals, sales, and services, operating nationwide with a strong presence in Chicago and the surrounding areas. The company specializes in rigging, heavy haul transport, and machinery moving, catering to the construction, industrial, mechanical, and manufacturing sectors. With over twenty years of expertise, Stevenson Crane ensures safe and efficient project execution tailored to the unique challenges of each job. Their commitment to customer satisfaction is reflected in their comprehensive service offerings and dedicated support throughout the project lifecycle.",112033942,18,0,4,2,5
167,Wabash General Hospital,Mount Carmel,Illinois,Hospitals & Physicians Clinics,315,29,B-Tier,YES,Flash Storage Modernization,All Flash Array,"Wabash General Hospital provides high-quality, compassionate, and cost-effective healthcare services to the residents of Wabash County and surrounding communities. Their extensive range of services includes primary care, surgical services, orthopaedics, and various specialized medical treatments. The hospital is dedicated to enhancing the quality of life for all generations and aims to be the healthcare destination of choice for the community. With a commitment to patient-centered care, Wabash General Hospital emphasizes collaboration with local businesses and organizations to improve community health.",41272086,12,8,2,2,5
168,Wea Insurance Corp.,Madison,Wisconsin,Insurance,336,29,B-Tier,YES,AI Infrastructure,Enterprise Resource Planning; Advanced Analytics; Compliance; Encryption; Artificial Intelligence; Disaster Recovery; Business Continuity; Digital Transformation,WEA Trust offers long-term care and life insurance services primarily aimed at individuals who have served in the education sector in Wisconsin. The company provides resources and support for navigating insurance claims and understanding policy benefits. Their mission is to ensure peace of mind for educators and their families regarding long-term care and life insurance needs. WEA Trust also engages in community support through initiatives like the Educator Grant Program.,41599257,20,0,2,2,5
169,Wea Trust,Madison,Wisconsin,Insurance,336,29,B-Tier,YES,AI Infrastructure,Enterprise Resource Planning; Advanced Analytics; Compliance; Encryption; Artificial Intelligence; Disaster Recovery; Business Continuity; Digital Transformation,WEA Trust offers long-term care and life insurance services primarily aimed at individuals who have served in the education sector in Wisconsin. The company provides resources and support for navigating insurance claims and understanding policy benefits. Their mission is to ensure peace of mind for educators and their families regarding long-term care and life insurance needs. WEA Trust also engages in community support through initiatives like the Educator Grant Program.,41599257,20,0,2,2,5
170,Wisconsin Aluminum Foundry Company,Manitowoc,Wisconsin,Manufacturing,900,29,B-Tier,YES,Data Management,Environmental Regulations,"Wisconsin Aluminum Foundry specializes in non-ferrous casting, specifically aluminum and bronze, offering a range of services including machining and a fully integrated manufacturing process. They cater to engineers and buyers from diverse industries, providing custom components tailored for applications in sectors like automotive, marine, and defense. The company is recognized for its commitment to quality and efficiency, boasting a 99.5% on-time delivery rate and three-week lead times. Since its establishment in 1909, WAF has maintained a strong reputation as a trusted casting partner.",129302561,2,15,4,3,5
171,Wisconsin Community Services Inc.,Milwaukee,Wisconsin,Organizations,273,29,B-Tier,YES,AI Infrastructure,Cloud Computing; Generative AI,"Wisconsin Community Services (WCS) is a nonprofit human service organization dedicated to addressing individual and systemic barriers that hinder community members from leading productive and healthy lives. They empower individuals to overcome challenges related to substance use, mental health, criminal justice involvement, and employment obstacles through a continuum of support services. WCS aims to improve community safety and quality of life by fostering self-efficacy and independence among those they serve. Their mission emphasizes the belief that every person has value, contributing to stronger families and neighborhoods.",112099448,18,0,4,2,5
172,WPS Health Solutions,Madison,Wisconsin,Insurance,2287,29,B-Tier,YES,AI Infrastructure,Archiving; Generative AI; Environmental Regulations,"WPS Health Solutions is a not-for-profit health insurance provider founded in 1946. The company offers comprehensive health insurance services to diverse populations including military personnel, seniors, and families. Operating primarily in Wisconsin but with a nationwide and global reach, WPS Health Solutions provides various insurance products and healthcare management services. The organization leverages technology including mobile applications to deliver its services efficiently. With multiple locations across North America, WPS Health Solutions combines insurance expertise with healthcare knowledge to serve both individual consumers and business clients.",1144772709,16,0,4,4,5
173,CL&D Graphics Inc.,Hartland,Wisconsin,Manufacturing,336,28,B-Tier,,Data Management,End-to-End Encryption; Environmental Regulations,"Founded in 1978 and headquartered in Hartland, Wisconsin. CL&D Graphics provides packaging and labeling solutions. It offers roll-fed film labels, shrink sleeves, pressure-sensitive labels, lidding/backfilm packages, preprinted thermoform solutions, and specialty label and packaging enhancements; and cold and heat seal flexible packaging, pouches, and gusseted pouches. The company also provides technical field support, graphics support, and print food and non-food contact packaging services. It serves food, beverage, health and beauty, pharmaceutical, industrial, nutraceutical, household, pet product, and automotive markets.",25693982,4,15,2,2,5
174,Danzer Services Inc.,Dornbirn,Vorarlberg,Manufacturing,1607,28,B-Tier,,Data Management,Fraud Protection; Environmental Regulations,"Danzer is a group of woodworking companies that produce and sell lumber, wood veneers, and hardwood decorative applications. Established in 1932, Danzer is headquartered in Austria.",34491736,4,15,0,4,5
175,Gene B Glick Co,Indianapolis,Indiana,Real Estate,630,28,B-Tier,YES,AI Infrastructure,Generative AI; Environmental Regulations; Energy Storage,"Gene B. Glick Company, founded in 1947 and headquartered in Indianapolis, Indiana, is privately-held real estate ownership, development, and management firm. The company focuses on leadership in customer service, property management, and construction of affordable and market-rate apartment units.",41997610,16,0,4,3,5
176,Hektoen Institute,Chicago,Illinois,Software,107,28,B-Tier,YES,AI Infrastructure,,"Hector offers a Grants Management System designed to enhance enterprise efficiency by streamlining initiative platforms and reducing staffing needs. The system focuses on improving monitoring and reporting through economies of scale and cross-media technology. It aims to serve organizations looking to optimize their grant management processes and improve operational effectiveness. By facilitating cross-training and core suitability, Hector supports clients in achieving better resource allocation and reporting outcomes.",1152451816,0,15,6,2,5
177,LAIRD PLASTICS,Irving,Texas,Retail,700,28,B-Tier,YES,AI Infrastructure,Fraud Protection; Autonomous Intelligence and Agentic AI; Advanced Threat Protection (ATP),"Founded in 1944, Laird Plastics is headquartered in Irving, Texas. Laird Plastics offers a network of service centers and inventories with a product range including acrylics and polycarbonates, graphics materials (substrates and a variety of higher end materials) and mechanical/engineering materials.",68897326,16,0,4,3,5
178,The B F Shaw Printing Company,Crystal Lake,Illinois,Media & Internet,304,28,B-Tier,,Default,Fraud Protection; Environmental Regulations; Compliance,"Founded in 1851 and headquartered in Crystal Lake, Illinois, Shaw Media is a company that provides newspaper covering current happenings within the respective area.",345997818,6,15,0,2,5
179,Beam Longest & Neff,Kokomo,Indiana,Construction,155,27,B-Tier,YES,Hybrid Cloud,Cloud Computing; Cloud Storage; End-to-End Encryption; Cloud Data; Environmental Regulations; Energy Storage; Encryption,"Egis is a leading global engineering and operating firm that specializes in architecture, consulting, construction engineering, and infrastructure management. The company collaborates closely with clients to create sustainable solutions across various sectors, including transport, urban development, and environmental services. With a presence in over 70 countries, Egis aims to address the challenges of climate change and promote resilient territorial development. Their multidisciplinary approach ensures that they support clients from the initial idea through to design and operation, focusing on smart and sustainable infrastructure.",359160554,18,0,2,2,5
180,Comlux America LLC,Indianapolis,Indiana,Transportation,380,27,B-Tier,YES,AI Infrastructure,Business Intelligence; Autonomous Intelligence and Agentic AI,"Comlux specializes in private jet charter, sales, and management services, catering to discerning VIP clients who prioritize luxury, safety, and discretion. They offer bespoke aviation solutions, including tailored aircraft management and operational support, ensuring a seamless experience for both ownership and charter clients. With a global presence and a commitment to excellence, Comlux provides expert guidance in aircraft transactions and personalized charter services for business and leisure travel. Their integrated suite of services is designed to enhance the ownership experience and deliver operational precision throughout the aircraft lifecycle.",24137734,14,0,6,2,5
181,Comlux Aviation,Indianapolis,Indiana,Transportation,380,27,B-Tier,YES,AI Infrastructure,Business Intelligence; Autonomous Intelligence and Agentic AI,"Comlux specializes in private jet charter, sales, and management services, catering to discerning VIP clients who prioritize luxury, safety, and discretion. They offer bespoke aviation solutions, including tailored aircraft management and operational support, ensuring a seamless experience for both ownership and charter clients. With a global presence and a commitment to excellence, Comlux provides expert guidance in aircraft transactions and personalized charter services for business and leisure travel. Their integrated suite of services is designed to enhance the ownership experience and deliver operational precision throughout the aircraft lifecycle.",24137734,14,0,6,2,5
182,Executive Management Services of Indiana Inc.,Greenfield,Indiana,Business Services,4000,27,B-Tier,YES,AI Infrastructure,Databases; Artificial Intelligence,"Established in 1989 and headquartered in Greenfield, Indiana, Executive Management Services (EMS) specializes in commercial, educational, manufacturing and medical cleaning solutions, and also offers security, maintenance, and exterior care services.",347760622,8,8,2,4,5
